"student","pianist","piece","arousal","valence"
"student_028","GG","20",70,1
"student_028","GG","21",90,1
"student_028","GG","22",50,1
"student_028","GG","24",10,-4
"student_028","GG","25",20,2
"student_028","GG","26",60,3
"student_028","GG","27",80,-1
"student_028","GG","28",20,-3
"student_028","GG","29",90,-2
"student_028","GG","30",60,1
"student_028","GG","31",20,2
"student_028","GG","32",20,-1
"student_028","GG","34",50,3
"student_028","GG","35",50,-3
"student_028","GG","36",30,1
"student_028","GG","37",80,5
"student_028","GG","38",30,4
"student_028","GG","39",80,4
"student_028","GG","41",100,-1
"student_028","GG","45",20,3
"student_028","GG","46",60,3
"student_028","GG","47",30,-1
"student_029","GG","01",20,1
"student_029","GG","02",20,0
"student_029","GG","03",30,0
"student_029","GG","04",30,0
"student_029","GG","05",40,1
"student_029","GG","08",20,0
"student_029","GG","09",20,0
"student_029","GG","11",40,1
"student_029","GG","12",40,-2
"student_029","GG","14",20,0
"student_029","GG","15",60,-3
"student_029","GG","16",40,-3
"student_029","GG","18",20,1
"student_029","GG","19",30,0
"student_029","GG","20",30,0
"student_029","GG","21",30,1
"student_029","GG","22",20,1
"student_029","GG","24",30,-2
"student_029","GG","25",20,0
"student_029","GG","26",40,1
"student_029","GG","27",20,0
"student_029","GG","28",30,0
"student_029","GG","29",40,0
"student_029","GG","30",20,1
"student_029","GG","31",50,0
"student_029","GG","32",60,-2
"student_029","GG","34",60,1
"student_029","GG","35",60,-2
"student_029","GG","36",40,-2
"student_029","GG","37",40,0
"student_029","GG","38",30,1
"student_029","GG","39",40,0
"student_029","GG","41",30,0
"student_029","GG","45",30,0
"student_029","GG","46",30,0
"student_029","GG","47",20,0
"student_030","FG","01",20,3
"student_030","FG","02",0,1
"student_030","FG","03",20,-2
"student_030","FG","04",20,1
"student_030","FG","05",80,4
"student_030","FG","08",70,-5
"student_030","FG","09",80,2
"student_030","FG","11",90,1
"student_030","FG","12",40,0
"student_030","FG","14",90,4
"student_030","FG","15",10,-1
"student_030","FG","16",50,-3
"student_030","FG","18",70,4
"student_030","FG","19",10,-2
"student_030","FG","20",80,-3
"student_030","FG","21",40,3
"student_030","FG","22",40,3
"student_030","FG","24",10,-5
"student_030","FG","25",10,1
"student_030","FG","26",10,1
"student_030","FG","27",90,-4
"student_030","FG","28",0,0
"student_030","FG","29",100,3
"student_030","FG","30",40,3
"student_030","FG","31",60,0
"student_030","FG","32",30,-4
"student_030","FG","34",10,1
"student_030","FG","35",30,-1
"student_030","FG","36",10,-5
"student_030","FG","37",80,3
"student_030","FG","38",50,3
"student_030","FG","39",60,-2
"student_030","FG","41",100,3
"student_030","FG","45",20,0
"student_030","FG","46",30,0
"student_030","FG","47",10,-1
"student_031","FG","01",30,3
"student_031","FG","02",30,-1
"student_031","FG","03",10,-2
"student_031","FG","04",60,-1
"student_031","FG","05",100,5
"student_031","FG","08",70,-5
"student_031","FG","09",100,4
"student_031","FG","11",70,-2
"student_031","FG","12",70,1
"student_031","FG","14",90,4
"student_031","FG","15",20,-3
"student_031","FG","16",0,-4
"student_031","FG","18",80,4
"student_031","FG","19",30,-2
"student_031","FG","20",100,-2
"student_031","FG","21",100,3
"student_031","FG","22",70,1
"student_031","FG","24",20,-5
"student_031","FG","25",20,5
"student_031","FG","26",30,2
"student_031","FG","27",100,1
"student_031","FG","28",20,-4
"student_031","FG","29",100,4
"student_031","FG","30",70,5
"student_031","FG","31",90,-3
"student_031","FG","32",30,-4
"student_031","FG","34",20,1
"student_031","FG","35",20,2
"student_031","FG","36",90,-5
"student_031","FG","37",90,5
"student_031","FG","38",80,4
"student_031","FG","39",90,-2
"student_031","FG","41",100,0
"student_031","FG","45",10,2
"student_031","FG","46",80,2
"student_031","FG","47",20,-1
"student_032","FG","01",80,-1
"student_032","FG","02",50,-3
"student_032","FG","03",70,-3
"student_032","FG","04",60,1
"student_032","FG","05",80,5
"student_032","FG","08",60,-1
"student_032","FG","09",100,2
"student_032","FG","11",90,2
"student_032","FG","12",30,-1
"student_032","FG","14",70,3
"student_032","FG","15",20,-1
"student_032","FG","16",20,-5
"student_032","FG","18",80,2
"student_032","FG","19",30,-1
"student_032","FG","20",100,2
"student_032","FG","21",100,-1
"student_032","FG","22",90,1
"student_032","FG","24",10,0
"student_032","FG","25",30,-1
"student_032","FG","26",50,1
"student_032","FG","27",100,2
"student_032","FG","28",20,0
"student_032","FG","29",90,3
"student_032","FG","30",80,3
"student_032","FG","31",90,0
"student_032","FG","32",50,-2
"student_032","FG","34",30,-1
"student_032","FG","35",60,2
"student_032","FG","36",20,-3
"student_032","FG","37",90,4
"student_032","FG","38",80,4
"student_032","FG","39",90,2
"student_032","FG","41",90,-1
"student_032","FG","45",30,0
"student_032","FG","46",60,0
"student_032","FG","47",30,-3
"student_033","FG","01",20,1
"student_033","FG","02",20,-1
"student_033","FG","03",20,-1
"student_033","FG","04",40,1
"student_033","FG","05",70,3
"student_033","FG","08",40,-1
"student_033","FG","09",80,4
"student_033","FG","11",40,-1
"student_033","FG","12",50,1
"student_033","FG","14",80,3
"student_033","FG","15",20,-4
"student_033","FG","16",10,-3
"student_033","FG","18",80,4
"student_033","FG","19",40,-1
"student_033","FG","20",80,2
"student_033","FG","21",70,3
"student_033","FG","22",60,2
"student_033","FG","24",20,-3
"student_033","FG","25",30,2
"student_033","FG","26",30,2
"student_033","FG","27",80,2
"student_033","FG","28",10,-3
"student_033","FG","29",90,3
"student_033","FG","30",70,2
"student_033","FG","31",60,1
"student_033","FG","32",10,-1
"student_033","FG","34",30,3
"student_033","FG","35",30,1
"student_033","FG","36",10,-3
"student_033","FG","37",80,3
"student_033","FG","38",70,4
"student_033","FG","39",70,1
"student_033","FG","41",50,1
"student_033","FG","45",50,2
"student_033","FG","46",10,0
"student_033","FG","47",10,0
"student_034","FG","01",100,2
"student_034","FG","02",40,2
"student_034","FG","03",80,-3
"student_034","FG","04",30,3
"student_034","FG","05",30,4
"student_034","FG","08",70,-3
"student_034","FG","09",80,4
"student_034","FG","11",40,-1
"student_034","FG","12",20,2
"student_034","FG","14",80,4
"student_034","FG","15",80,-3
"student_034","FG","16",90,-5
"student_034","FG","18",80,4
"student_034","FG","19",70,-5
"student_034","FG","20",90,4
"student_034","FG","21",40,4
"student_034","FG","22",10,1
"student_034","FG","24",40,-4
"student_034","FG","25",10,0
"student_034","FG","26",50,2
"student_034","FG","27",60,0
"student_034","FG","28",30,-1
"student_034","FG","29",60,5
"student_034","FG","30",30,2
"student_034","FG","31",80,2
"student_034","FG","32",80,-5
"student_034","FG","34",10,0
"student_034","FG","35",20,-2
"student_034","FG","36",60,-3
"student_034","FG","37",60,2
"student_034","FG","38",50,3
"student_034","FG","39",40,-2
"student_034","FG","41",20,3
"student_034","FG","45",30,4
"student_034","FG","46",80,1
"student_034","FG","47",10,-2
"student_035","FG","01",20,2
"student_035","FG","02",20,-3
"student_035","FG","03",20,-3
"student_035","FG","04",40,-1
"student_035","FG","05",90,5
"student_035","FG","08",40,-4
"student_035","FG","09",100,3
"student_035","FG","11",70,0
"student_035","FG","12",50,-3
"student_035","FG","14",50,2
"student_035","FG","15",10,-4
"student_035","FG","16",20,-4
"student_035","FG","18",90,3
"student_035","FG","19",60,0
"student_035","FG","20",100,-1
"student_035","FG","21",40,2
"student_035","FG","22",50,2
"student_035","FG","24",10,-4
"student_035","FG","25",20,2
"student_035","FG","26",20,3
"student_035","FG","27",80,-1
"student_035","FG","28",10,-3
"student_035","FG","29",70,4
"student_035","FG","30",70,3
"student_035","FG","31",50,-1
"student_035","FG","32",30,-2
"student_035","FG","34",0,-1
"student_035","FG","35",20,-4
"student_035","FG","36",0,-4
"student_035","FG","37",60,2
"student_035","FG","38",60,3
"student_035","FG","39",80,-1
"student_035","FG","41",100,3
"student_035","FG","45",40,2
"student_035","FG","46",30,-2
"student_035","FG","47",20,-2
"student_036","FG","01",20,4
"student_036","FG","02",30,2
"student_036","FG","03",10,-1
"student_036","FG","04",20,0
"student_036","FG","05",90,5
"student_036","FG","08",60,-2
"student_036","FG","09",60,0
"student_036","FG","11",70,-2
"student_036","FG","12",10,0
"student_036","FG","14",60,2
"student_036","FG","15",20,-5
"student_036","FG","16",30,-3
"student_036","FG","18",60,2
"student_036","FG","19",10,-3
"student_036","FG","20",80,-1
"student_036","FG","21",80,3
"student_036","FG","22",40,1
"student_036","FG","24",20,-2
"student_036","FG","25",10,1
"student_036","FG","26",30,0
"student_036","FG","27",100,-2
"student_036","FG","28",40,-1
"student_036","FG","29",80,3
"student_036","FG","30",60,2
"student_036","FG","31",60,-2
"student_036","FG","32",60,-3
"student_036","FG","34",10,0
"student_036","FG","35",20,0
"student_036","FG","36",20,-4
"student_036","FG","37",70,4
"student_036","FG","38",60,1
"student_036","FG","39",50,-2
"student_036","FG","41",90,2
"student_036","FG","45",40,-1
"student_036","FG","46",50,1
"student_036","FG","47",0,0
"student_037","FG","01",30,3
"student_037","FG","02",10,-2
"student_037","FG","03",20,-2
"student_037","FG","04",20,-1
"student_037","FG","05",90,4
"student_037","FG","08",20,-2
"student_037","FG","09",80,4
"student_037","FG","11",70,2
"student_037","FG","12",70,4
"student_037","FG","14",70,3
"student_037","FG","15",20,-4
"student_037","FG","16",20,0
"student_037","FG","18",90,4
"student_037","FG","19",40,1
"student_037","FG","20",60,2
"student_037","FG","21",60,3
"student_037","FG","22",50,1
"student_037","FG","24",20,-3
"student_037","FG","25",30,0
"student_037","FG","26",40,2
"student_037","FG","27",100,5
"student_037","FG","28",10,-4
"student_037","FG","29",90,3
"student_037","FG","30",70,2
"student_037","FG","31",90,5
"student_037","FG","32",20,-2
"student_037","FG","34",20,-4
"student_037","FG","35",50,-2
"student_037","FG","36",10,-3
"student_037","FG","37",70,3
"student_037","FG","38",80,4
"student_037","FG","39",90,4
"student_037","FG","41",100,3
"student_037","FG","45",60,3
"student_037","FG","46",30,-2
"student_037","FG","47",20,-4
"student_038","FG","01",30,1
"student_038","FG","02",50,-3
"student_038","FG","03",10,1
"student_038","FG","04",30,-1
"student_038","FG","05",80,5
"student_038","FG","08",40,-2
"student_038","FG","09",80,5
"student_038","FG","11",10,0
"student_038","FG","12",40,3
"student_038","FG","14",70,5
"student_038","FG","15",10,0
"student_038","FG","16",20,1
"student_038","FG","18",50,3
"student_038","FG","19",50,-3
"student_038","FG","20",70,5
"student_038","FG","21",50,4
"student_038","FG","22",40,1
"student_038","FG","24",50,-4
"student_038","FG","25",60,3
"student_038","FG","26",20,1
"student_038","FG","27",30,2
"student_038","FG","28",20,0
"student_038","FG","29",50,3
"student_038","FG","30",40,3
"student_038","FG","31",40,1
"student_038","FG","32",20,-1
"student_038","FG","34",50,2
"student_038","FG","35",40,2
"student_038","FG","36",30,-1
"student_038","FG","37",70,5
"student_038","FG","38",70,3
"student_038","FG","39",60,4
"student_038","FG","41",80,4
"student_038","FG","45",20,1
"student_038","FG","46",30,-1
"student_038","FG","47",10,-1
"student_039","FG","01",60,3
"student_039","FG","02",40,2
"student_039","FG","03",70,2
"student_039","FG","04",0,0
"student_039","FG","05",40,3
"student_039","FG","08",0,0
"student_039","FG","09",50,3
"student_039","FG","11",50,2
"student_039","FG","12",30,2
"student_039","FG","14",30,3
"student_039","FG","15",50,-4
"student_039","FG","16",70,-4
"student_039","FG","18",30,2
"student_039","FG","19",80,5
"student_039","FG","20",60,3
"student_039","FG","21",30,3
"student_039","FG","22",20,3
"student_039","FG","24",30,-3
"student_039","FG","25",70,3
"student_039","FG","26",20,1
"student_039","FG","27",10,0
"student_039","FG","28",40,-3
"student_039","FG","29",40,3
"student_039","FG","30",40,3
"student_039","FG","31",50,3
"student_039","FG","32",0,0
"student_039","FG","34",30,-3
"student_039","FG","35",30,2
"student_039","FG","36",30,-4
"student_039","FG","37",50,4
"student_039","FG","38",60,4
"student_039","FG","39",50,2
"student_039","FG","41",20,3
"student_039","FG","45",80,4
"student_039","FG","46",30,2
"student_039","FG","47",0,0
"student_040","FG","01",100,3
"student_040","FG","02",30,-1
"student_040","FG","03",90,-3
"student_040","FG","04",30,1
"student_040","FG","05",70,5
"student_040","FG","08",40,-3
"student_040","FG","09",40,3
"student_040","FG","11",60,1
"student_040","FG","12",30,1
"student_040","FG","14",50,3
"student_040","FG","15",20,0
"student_040","FG","16",80,-4
"student_040","FG","18",30,2
"student_040","FG","19",70,-2
"student_040","FG","20",60,-1
"student_040","FG","21",40,1
"student_040","FG","22",20,2
"student_040","FG","24",60,-2
"student_040","FG","25",90,2
"student_040","FG","26",40,1
"student_040","FG","27",80,2
"student_040","FG","28",20,0
"student_040","FG","29",30,4
"student_040","FG","30",30,1
"student_040","FG","31",60,0
"student_040","FG","32",30,-2
"student_040","FG","34",30,2
"student_040","FG","35",70,1
"student_040","FG","36",10,-2
"student_040","FG","37",40,4
"student_040","FG","38",50,5
"student_040","FG","39",50,-4
"student_040","FG","41",60,2
"student_040","FG","45",50,2
"student_040","FG","46",50,0
"student_040","FG","47",20,0
"student_041","FG","14",50,4
"student_041","FG","22",40,3
"student_042","FG","01",80,1
"student_042","FG","02",40,-4
"student_042","FG","03",80,-3
"student_042","FG","04",20,-1
"student_042","FG","05",80,4
"student_042","FG","08",40,-3
"student_042","FG","09",80,4
"student_042","FG","11",80,-1
"student_042","FG","12",30,-3
"student_042","FG","14",60,-1
"student_042","FG","15",70,-4
"student_042","FG","16",60,-4
"student_042","FG","18",70,3
"student_042","FG","19",60,-4
"student_042","FG","20",80,-1
"student_042","FG","21",90,1
"student_042","FG","22",40,3
"student_042","FG","24",30,-3
"student_042","FG","25",30,-1
"student_042","FG","26",50,-1
"student_042","FG","27",80,2
"student_042","FG","28",50,-3
"student_042","FG","29",90,-2
"student_042","FG","30",70,3
"student_042","FG","31",90,-2
"student_042","FG","32",70,-3
"student_042","FG","34",30,-2
"student_042","FG","35",40,-2
"student_042","FG","36",40,-2
"student_042","FG","37",70,4
"student_042","FG","38",70,4
"student_042","FG","39",70,-4
"student_042","FG","41",60,-1
"student_042","FG","45",80,-1
"student_042","FG","46",30,-1
"student_042","FG","47",10,0
"student_043","FG","01",70,2
"student_043","FG","02",40,2
"student_043","FG","03",60,-2
"student_043","FG","04",50,2
"student_043","FG","05",90,3
"student_043","FG","08",70,3
"student_043","FG","09",70,2
"student_043","FG","11",50,1
"student_043","FG","12",50,1
"student_043","FG","14",90,3
"student_043","FG","15",30,1
"student_043","FG","16",40,-3
"student_043","FG","18",90,4
"student_043","FG","19",60,1
"student_043","FG","20",80,3
"student_043","FG","21",80,3
"student_043","FG","22",80,3
"student_043","FG","24",20,0
"student_043","FG","25",50,3
"student_043","FG","26",20,1
"student_043","FG","27",80,2
"student_043","FG","28",60,-2
"student_043","FG","29",60,2
"student_043","FG","30",70,2
"student_043","FG","31",90,4
"student_043","FG","32",80,-2
"student_043","FG","34",80,-2
"student_043","FG","35",70,1
"student_043","FG","36",30,-1
"student_043","FG","37",60,4
"student_043","FG","38",70,3
"student_043","FG","39",80,3
"student_043","FG","41",80,3
"student_043","FG","45",70,2
"student_043","FG","46",50,-1
"student_043","FG","47",30,-2
"student_044","FG","01",20,5
"student_044","FG","02",20,0
"student_044","FG","03",40,-3
"student_044","FG","04",30,-1
"student_044","FG","05",90,4
"student_044","FG","08",70,-4
"student_044","FG","09",80,3
"student_044","FG","11",50,3
"student_044","FG","12",50,-4
"student_044","FG","14",80,4
"student_044","FG","15",30,-4
"student_044","FG","16",20,-5
"student_044","FG","18",80,2
"student_044","FG","19",20,-4
"student_044","FG","20",90,-3
"student_044","FG","21",90,-1
"student_044","FG","22",70,1
"student_044","FG","24",10,-5
"student_044","FG","25",50,2
"student_044","FG","26",30,2
"student_044","FG","27",90,-2
"student_044","FG","28",20,-2
"student_044","FG","29",100,3
"student_044","FG","30",80,3
"student_044","FG","31",80,-2
"student_044","FG","32",60,-3
"student_044","FG","34",10,0
"student_044","FG","35",50,-1
"student_044","FG","36",20,-4
"student_044","FG","37",70,1
"student_044","FG","38",70,2
"student_044","FG","39",80,-3
"student_044","FG","41",90,4
"student_044","FG","45",30,-1
"student_044","FG","46",60,-1
"student_044","FG","47",10,-1
"student_045","FG","01",40,4
"student_045","FG","02",10,1
"student_045","FG","03",50,-3
"student_045","FG","04",20,-1
"student_045","FG","05",80,5
"student_045","FG","08",60,-3
"student_045","FG","09",100,5
"student_045","FG","11",70,-4
"student_045","FG","12",30,-1
"student_045","FG","14",70,2
"student_045","FG","15",60,-5
"student_045","FG","16",30,-5
"student_045","FG","18",90,5
"student_045","FG","19",40,-4
"student_045","FG","20",80,-1
"student_045","FG","21",80,5
"student_045","FG","22",60,1
"student_045","FG","24",10,-1
"student_045","FG","25",20,2
"student_045","FG","26",20,1
"student_045","FG","27",80,0
"student_045","FG","28",0,-5
"student_045","FG","29",90,5
"student_045","FG","30",60,2
"student_045","FG","31",90,-4
"student_045","FG","32",10,-2
"student_045","FG","34",10,2
"student_045","FG","35",20,-1
"student_045","FG","36",30,-5
"student_045","FG","37",80,3
"student_045","FG","38",60,3
"student_045","FG","39",80,-4
"student_045","FG","41",100,5
"student_045","FG","45",20,2
"student_045","FG","46",30,3
"student_045","FG","47",10,-2
"student_046","FG","01",80,4
"student_046","FG","02",40,-1
"student_046","FG","03",60,-1
"student_046","FG","04",70,2
"student_046","FG","05",80,4
"student_046","FG","08",70,-1
"student_046","FG","09",90,5
"student_046","FG","11",60,-1
"student_046","FG","12",40,1
"student_046","FG","14",60,2
"student_046","FG","15",70,-4
"student_046","FG","16",90,-4
"student_046","FG","18",70,3
"student_046","FG","19",70,-2
"student_046","FG","20",80,1
"student_046","FG","21",70,3
"student_046","FG","22",60,2
"student_046","FG","24",70,-3
"student_046","FG","25",70,3
"student_046","FG","26",40,1
"student_046","FG","27",80,1
"student_046","FG","28",30,-3
"student_046","FG","29",90,4
"student_046","FG","30",70,2
"student_046","FG","31",80,1
"student_046","FG","32",70,1
"student_046","FG","34",40,1
"student_046","FG","35",30,1
"student_046","FG","36",80,-4
"student_046","FG","37",90,3
"student_046","FG","38",70,2
"student_046","FG","39",70,-1
"student_046","FG","41",80,4
"student_046","FG","45",40,2
"student_046","FG","46",60,2
"student_046","FG","47",30,-3
"student_047","FG","01",70,1
"student_047","FG","02",60,2
"student_047","FG","03",70,-1
"student_047","FG","04",80,3
"student_047","FG","05",80,4
"student_047","FG","08",90,-4
"student_047","FG","09",90,-1
"student_047","FG","11",90,-1
"student_047","FG","12",60,0
"student_047","FG","14",80,3
"student_047","FG","15",50,-1
"student_047","FG","16",40,2
"student_047","FG","18",90,3
"student_047","FG","19",60,-3
"student_047","FG","20",100,5
"student_047","FG","21",100,5
"student_047","FG","22",90,2
"student_047","FG","24",20,-4
"student_047","FG","25",40,1
"student_047","FG","26",40,3
"student_047","FG","27",70,1
"student_047","FG","28",40,-3
"student_047","FG","29",90,3
"student_047","FG","30",70,3
"student_047","FG","31",90,-2
"student_047","FG","32",90,-3
"student_047","FG","34",50,1
"student_047","FG","35",70,2
"student_047","FG","36",10,-5
"student_047","FG","37",70,4
"student_047","FG","38",80,4
"student_047","FG","39",80,-4
"student_047","FG","41",90,-4
"student_047","FG","45",80,5
"student_047","FG","46",40,3
"student_047","FG","47",10,-2
"student_048","FG","01",60,2
"student_048","FG","02",40,-2
"student_048","FG","03",80,-4
"student_048","FG","04",70,2
"student_048","FG","05",80,4
"student_048","FG","08",70,-5
"student_048","FG","09",60,2
"student_048","FG","11",40,1
"student_048","FG","12",40,-3
"student_048","FG","14",60,3
"student_048","FG","15",70,-4
"student_048","FG","16",80,-3
"student_048","FG","18",50,1
"student_048","FG","19",50,3
"student_048","FG","20",80,-1
"student_048","FG","21",80,4
"student_048","FG","22",30,2
"student_048","FG","24",70,-4
"student_048","FG","25",80,4
"student_048","FG","26",40,1
"student_048","FG","27",80,4
"student_048","FG","28",30,-4
"student_048","FG","29",60,4
"student_048","FG","30",80,4
"student_048","FG","31",60,2
"student_048","FG","32",90,-4
"student_048","FG","34",30,-2
"student_048","FG","35",30,-1
"student_048","FG","36",80,-5
"student_048","FG","37",90,4
"student_048","FG","38",60,2
"student_048","FG","39",60,-2
"student_048","FG","41",80,-1
"student_048","FG","45",40,1
"student_048","FG","46",80,-2
"student_048","FG","47",30,1
"student_049","FG","01",20,2
"student_049","FG","02",80,2
"student_049","FG","03",60,-2
"student_049","FG","04",50,-1
"student_049","FG","05",100,4
"student_049","FG","08",40,-3
"student_049","FG","09",100,2
"student_049","FG","11",80,1
"student_049","FG","12",60,-1
"student_049","FG","14",70,-1
"student_049","FG","15",10,2
"student_049","FG","16",10,-2
"student_049","FG","18",100,2
"student_049","FG","19",60,-3
"student_049","FG","20",90,1
"student_049","FG","21",90,2
"student_049","FG","22",60,1
"student_049","FG","24",20,-4
"student_049","FG","25",50,1
"student_049","FG","26",60,2
"student_049","FG","27",80,2
"student_049","FG","28",20,-4
"student_049","FG","29",80,-1
"student_049","FG","30",80,3
"student_049","FG","31",90,-3
"student_049","FG","32",60,-4
"student_049","FG","34",20,1
"student_049","FG","35",70,-2
"student_049","FG","36",10,-3
"student_049","FG","37",90,3
"student_049","FG","38",90,4
"student_049","FG","39",80,-3
"student_049","FG","41",90,0
"student_049","FG","45",70,-1
"student_049","FG","46",50,-1
"student_049","FG","47",20,0
"student_050","FG","01",60,3
"student_050","FG","02",20,1
"student_050","FG","03",70,3
"student_050","FG","04",10,0
"student_050","FG","05",80,3
"student_050","FG","08",50,-5
"student_050","FG","09",80,-2
"student_050","FG","11",20,-4
"student_050","FG","12",30,1
"student_050","FG","14",70,-2
"student_050","FG","15",20,2
"student_050","FG","16",10,-3
"student_050","FG","18",70,-1
"student_050","FG","19",30,3
"student_050","FG","20",80,-4
"student_050","FG","21",80,-5
"student_050","FG","22",70,-4
"student_050","FG","24",10,-1
"student_050","FG","25",50,3
"student_050","FG","26",0,3
"student_050","FG","27",60,-5
"student_050","FG","28",0,0
"student_050","FG","29",60,-3
"student_050","FG","30",80,1
"student_050","FG","31",80,-5
"student_050","FG","32",80,-5
"student_050","FG","34",30,2
"student_050","FG","35",50,1
"student_050","FG","36",0,0
"student_050","FG","37",60,3
"student_050","FG","38",80,3
"student_050","FG","39",80,-4
"student_050","FG","41",60,1
"student_050","FG","45",60,3
"student_050","FG","46",70,-2
"student_050","FG","47",0,0
"student_051","FG","01",60,2
"student_051","FG","02",10,2
"student_051","FG","03",10,-4
"student_051","FG","04",10,0
"student_051","FG","05",100,5
"student_051","FG","08",20,-5
"student_051","FG","09",100,2
"student_051","FG","11",30,3
"student_051","FG","12",10,0
"student_051","FG","14",30,2
"student_051","FG","15",0,-4
"student_051","FG","16",0,-4
"student_051","FG","18",90,4
"student_051","FG","19",40,-2
"student_051","FG","20",100,4
"student_051","FG","21",80,4
"student_051","FG","22",10,2
"student_051","FG","24",0,-4
"student_051","FG","25",10,1
"student_051","FG","26",10,1
"student_051","FG","27",80,5
"student_051","FG","28",30,-5
"student_051","FG","29",70,3
"student_051","FG","30",20,2
"student_051","FG","31",70,0
"student_051","FG","32",40,-2
"student_051","FG","34",0,1
"student_051","FG","35",10,-1
"student_051","FG","36",0,-5
"student_051","FG","37",60,4
"student_051","FG","38",30,3
"student_051","FG","39",70,-1
"student_051","FG","41",80,4
"student_051","FG","45",40,2
"student_051","FG","46",10,-3
"student_051","FG","47",20,-3
"student_052","FG","02",80,-3
"student_052","FG","05",100,2
"student_052","FG","12",50,3
"student_052","FG","16",30,0
"student_052","FG","18",90,5
"student_052","FG","19",80,0
"student_052","FG","20",100,0
"student_052","FG","22",80,-2
"student_052","FG","24",80,-4
"student_052","FG","26",80,2
"student_052","FG","29",90,-3
"student_052","FG","31",90,1
"student_052","FG","32",60,-2
"student_052","FG","35",60,-2
"student_052","FG","36",90,-4
"student_052","FG","39",90,0
"student_052","FG","46",70,-3
"student_053","FG","01",60,3
"student_053","FG","02",20,1
"student_053","FG","03",50,-2
"student_053","FG","04",30,-1
"student_053","FG","05",80,4
"student_053","FG","08",70,-4
"student_053","FG","09",90,3
"student_053","FG","11",60,-1
"student_053","FG","12",50,1
"student_053","FG","14",50,1
"student_053","FG","15",10,-4
"student_053","FG","16",10,0
"student_053","FG","18",60,2
"student_053","FG","19",50,-1
"student_053","FG","20",50,-3
"student_053","FG","21",80,4
"student_053","FG","22",40,1
"student_053","FG","24",0,0
"student_053","FG","25",20,1
"student_053","FG","26",40,1
"student_053","FG","27",70,-3
"student_053","FG","28",20,-1
"student_053","FG","29",80,4
"student_053","FG","30",50,3
"student_053","FG","31",50,-1
"student_053","FG","32",50,-3
"student_053","FG","34",60,1
"student_053","FG","35",40,-2
"student_053","FG","36",20,-3
"student_053","FG","37",60,3
"student_053","FG","38",70,4
"student_053","FG","39",50,-2
"student_053","FG","41",70,3
"student_053","FG","45",30,0
"student_053","FG","46",10,0
"student_053","FG","47",20,0
"student_054","AH","01",100,-4
"student_054","AH","02",30,1
"student_054","AH","03",90,-2
"student_054","AH","04",40,0
"student_054","AH","05",70,3
"student_054","AH","08",70,-3
"student_054","AH","09",80,4
"student_054","AH","11",30,3
"student_054","AH","12",20,-1
"student_054","AH","14",70,4
"student_054","AH","15",40,-1
"student_054","AH","16",60,-2
"student_054","AH","18",80,2
"student_054","AH","19",20,0
"student_054","AH","20",10,0
"student_054","AH","21",60,2
"student_054","AH","22",30,2
"student_054","AH","24",10,-2
"student_054","AH","25",40,3
"student_054","AH","26",30,1
"student_054","AH","27",50,0
"student_054","AH","28",20,-2
"student_054","AH","29",70,5
"student_054","AH","30",50,2
"student_054","AH","31",50,-2
"student_054","AH","32",70,0
"student_054","AH","34",30,2
"student_054","AH","35",20,0
"student_054","AH","36",10,-1
"student_054","AH","37",60,2
"student_054","AH","38",70,3
"student_054","AH","39",30,3
"student_054","AH","41",50,4
"student_054","AH","45",30,2
"student_054","AH","46",20,0
"student_054","AH","47",30,0
"student_055","AH","01",60,3
"student_055","AH","02",50,4
"student_055","AH","03",100,2
"student_055","AH","04",10,0
"student_055","AH","05",90,5
"student_055","AH","08",100,-5
"student_055","AH","09",100,5
"student_055","AH","11",60,2
"student_055","AH","12",50,-1
"student_055","AH","14",90,5
"student_055","AH","15",50,-1
"student_055","AH","16",40,-3
"student_055","AH","18",90,3
"student_055","AH","19",50,-1
"student_055","AH","20",100,2
"student_055","AH","21",90,2
"student_055","AH","22",60,1
"student_055","AH","24",80,-5
"student_055","AH","25",70,3
"student_055","AH","26",10,3
"student_055","AH","27",100,4
"student_055","AH","28",40,-2
"student_055","AH","29",100,2
"student_055","AH","30",40,2
"student_055","AH","31",80,-1
"student_055","AH","32",50,-2
"student_055","AH","34",20,2
"student_055","AH","35",80,-3
"student_055","AH","36",40,-2
"student_055","AH","37",30,2
"student_055","AH","38",50,2
"student_055","AH","39",80,-2
"student_055","AH","41",100,1
"student_055","AH","45",30,3
"student_055","AH","46",30,4
"student_055","AH","47",30,-1
"student_056","AH","01",80,4
"student_056","AH","02",20,-1
"student_056","AH","03",90,-1
"student_056","AH","04",30,-1
"student_056","AH","05",40,2
"student_056","AH","08",40,-4
"student_056","AH","09",90,4
"student_056","AH","11",80,2
"student_056","AH","12",30,0
"student_056","AH","14",70,4
"student_056","AH","15",0,-1
"student_056","AH","16",20,0
"student_056","AH","18",70,1
"student_056","AH","19",60,-3
"student_056","AH","20",90,2
"student_056","AH","21",80,2
"student_056","AH","22",20,1
"student_056","AH","24",20,2
"student_056","AH","25",60,4
"student_056","AH","26",20,0
"student_056","AH","27",80,3
"student_056","AH","28",20,-4
"student_056","AH","29",40,4
"student_056","AH","30",50,1
"student_056","AH","31",40,-1
"student_056","AH","32",40,1
"student_056","AH","34",30,-1
"student_056","AH","35",30,1
"student_056","AH","36",30,-4
"student_056","AH","37",70,2
"student_056","AH","38",70,5
